terrai_codigo;terrai_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;data_em_estudo;tit_em_estudo;data_delimitada;tit_delimitada;data_declarada;tit_declarada;data_homologada;tit_homologada;data_regularizada;tit_regularizada
101;Acapuri de Cima;Fonte Boa                               ;AM;19885,0378;Declarada;Tradicionalmente ocupada;1997-12-03;Portaria nº 1280, de 03 de dezembro de 1997;1999-08-23;Despacho nº 46, de 23 de agosto de 1999;2000-04-13;Portaria nº 287, de 13 de abril de 2000;;;;
201;Acimã;Lábrea                                  ;AM;40686,034;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratoria nº 252, de ;1997-11-03;Decreto de 3 de novembro de 1997;1997-12-09;Matr. R1-1963  Lv. 2-H  Fl. 25
601;Aconã;Traipu                                  ;AL;267,7862;Regularizada;Reserva Indígena;;;;;;;;;2005-04-01;R-2-1.020, Lv. 2-F/RG, Fl. 155
301;Água Limpa;Rochedo                                 ;MS;0;Em Estudo;Tradicionalmente ocupada;1999-10-08;Portaria nº 948, de 8 de outubro de 1999;;;;;;;;
401;Água Preta/Inari;Pauini                                  ;AM;139763,6705;Regularizada;Tradicionalmente ocupada;1986-09-05;Portaria nº 1347 de 05 de setembro de 1986;1993-07-30;Despacho nº 16, de 30 de Julho de 1993;1993-09-30;Portaria Declaratória nº 362, de 30 de setembro de 1993;1997-11-03;Decreto de 3 de novembro de 1997;1999-05-17;Matr. 276  Lv. 2-A  Fl. 83/83V
501;Águas Belas;Prado                                   ;BA;1189,0649;Regularizada;Tradicionalmente ocupada;;;1995-11-28;Despacho nº 96, de 28 de Novembro de 1995;1996-05-17;Portaria Declaratória nº 312 de 17.05.96;1998-09-08;Decreto de 8 de setembro de 1998;2000-01-11;Matr. 13.751  Lv. RG  Fl. -
72801;Águas Claras;Major Gercino                           ;SC;165;Regularizada;Reserva Indígena;;;;;;;;;;
701;Aldeia Kondá;Chapecó                                 ;SC;2300;Encaminhada RI;Reserva Indígena;1998-07-20;Portaria nº 761, de 20 de julho de 1998;;;;;;;;
801;Aldeia Limão Verde;Amambaí                                 ;MS;668,0796;Regularizada;Tradicionalmente ocupada;1999-06-07;Portaria nº 384, de 07 de Junho de 1999;;;;;;;;
901;Aldeia Velha;Porto Seguro                            ;BA;1997,5526;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2008-06-12;Despacho n° 24, de 12 de junho de 2008;2010-12-31;Portaria nº 4221, de 31 de dezembro de 2010;;;;
1001;Alto Rio Guamá;Garrafão do Norte, Nova Esperança do Piriá, Paragominas, Santa Luzia do Pará;PA;279897,7;Regularizada;Tradicionalmente ocupada;;;;;1988-07-28;Portaria Interministerial nº 138, de 28 de Julho de 1988;1993-10-04;Decreto de 4 de outubro de 1993;1994-10-17;Matr. 4.849  Lv. 2-P  Fl. 189
1101;Alto Rio Negro;Japurá e São Gabriel da Cachoeira     ;AM;7999381,1683;Regularizada;Tradicionalmente ocupada;1996-11-25;Portaria nº 1074 de 05 de nobembro de 1996;1992-05-28;Despacho nº 12, de 28 de maio de 1992;1988-01-26;Portaria Interministerial nº 12, de 26 de Janeiro de 1988;1989-11-23;Decreto nº 98.437, de 23.11.89;1999-06-22;Matr. 14  Lv. 01  Fl. 14
1201;Alto Rio Purus;Manoel Urbano, Santa Rosa do Purus             ;AC;263129,8062;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;1991-08-21;Despacho nº 04, de 21 de agosto de 1991;1991-10-23;Portaria Declaratória nº 543,  de 23/10/91;1996-01-05;Decreto de 05 de janeiro de 1996;1996-01-17;Matr. 2.062  Lv. 2-RG  Fl. 131
1301;Alto Sepatini;Lábrea                                  ;AM;26095,6979;Regularizada;Tradicionalmente ocupada;1986-09-05;Portaria nº 1347 de 05 de setembro de 1986;1991-11-08;Despacho nº 30, de 08 de Novembro de 1991;1992-05-28;Portaria nº 253, de 28 de Maio de 1992;1997-11-03;Decreto de 3 de novembro de 1997;1997-12-15;Matr. R1/1962  Lv. 2-H  Fl. 24
1401;Alto Tarauacá;Feijó, Jordão                  ;AC;142619,1069;Regularizada;Tradicionalmente ocupada;1998-05-22;Portaria nº 483, de 22 de maio de 1998;2000-04-18;Despacho nº 18, de 18 de abril de 2000;2001-04-20;Portaria nº 369, de 20 de abril de 2001;2004-10-27;Decreto de 27 de outubro de 2004;2007-07-04;Matr. 1.135, Lv. 2-E, Fls. 102
1501;Alto Turiaçu;Centro do Guilherme, Zé Doca, Araguanã, Maranhãozinho, Santa Luzia do Paruá, Centro Novo do Maranhão                  ;MA;530524,7417;Regularizada;Tradicionalmente ocupada;2009-07-10;Portaria nº 741, de 10 de Julho de 2009;;;1982-09-14;Portaria nº 1408, de 14 de Setembro de 1982;1982-12-28;Decreto nº  88002, de 28 de dezembro de 1982;1983-03-28;Matr. 487  Lv. 2-D  Fl. 41
1601;Amambai;Amambaí                                 ;MS;2429,5454;Regularizada;Tradicionalmente ocupada;1987-05-29;Portaria nº 1245 de 29 de maio de 1987;;;;;1991-10-29;Decreto nº 277,  de 29 de outubro de 1991;;
72901;Amaral/Tekoá Kuriy;Biguaçu                                 ;SC;501,36;Regularizada;Reserva Indígena;;;;;;;;;;
71701;Amba Porã;Miracatu, Sete Barras;SP;0;Em Estudo;Tradicionalmente ocupada;2011-11-03;Portaria nº 1509, de 3 de novembro de 2011;;;;;;;;
71101;Anacé;Caucaia                                 ;CE;0;Em Estudo;Tradicionalmente ocupada;2012-08-09;Portaria nº 996, de 9 de agosto de 2012;;;;;;;;
1801;Anambé;Moju                                    ;PA;7882,8329;Regularizada;Tradicionalmente ocupada;1984-11-09;Portaria nº 1793, de 09 de novembro de 1984;;;;;1991-12-24;Decreto de nº 380, de 24 de dezembro de 1991;1992-03-20;Matr. 4.024  Lv. 2-AT  Fl. 124V
1901;Ananás;Amajari                                 ;RR;1769,422;Regularizada;Tradicionalmente ocupada;;;;;1981-11-06;Portaria nº 1138, de 06 de Novembro de 1981;1982-02-16;Decreto nº 86920, de 16 de fevereiro de 1982;1988-11-22;Matr. 9.340  Lv. 2/RG  Fl. 01
51601;Anaro;Amajari                                 ;RR;30473,9506;Regularizada;Tradicionalmente ocupada;2002-10-10;Portaria nº 1060, de 10 de outubro de 2002;2004-11-30;Despacho nº 136/PRES, de 30 de novembro de 2004;2006-06-22;Portaria n° 962, de 22 de junho de 2006;2009-12-21;Decreto de 21 de dezembro de 2009;2010-05-07;Matr. 45443, Lv. 2-RG, Fl. 01
2001;Andirá-Marau;Parintins, Aveiro, Maués,Barreirinha, Itaituba                               ;AM/PA;788528,383;Regularizada;Tradicionalmente ocupada;;;;;1982-05-06;Portaria nº 1216, de Maio de 1982;1986-08-06;Decreto nº  93.069, de 6 de agosto de 1986;1987-02-26;Matr. 3.059  Lv. 2-G  Fl. 28
2101;Aningal;Amajari                                 ;RR;7627,0391;Regularizada;Tradicionalmente ocupada;1977-03-14;Portaria nº GM/111, de 14 de março de 1977;;;1981-11-06;Portaria nº 1137, de 06 de novembro de 1981;1982-02-17;Decreto nº  86933,  de 17 de fevereiro de 1982;1988-11-22;Matr. 9.342  Lv. 2/RG  Fl. 01
2201;Anta;Alto Alegre                             ;RR;3173,8226;Regularizada;Tradicionalmente ocupada;1977-10-21;Portaria nº 549, de 21 de Outubro de 1977;;;1982-06-21;Portaria nº 1225, de 21 de Maio de 1982;1991-12-24;Decreto nº 376, de 24 de dezembro de 1991;1992-03-24;Matr. 12.483  Lv. 2/RG  Fl. 01
66601;Apapeguá;Ponta Porã                              ;MS;0;Em Estudo;Tradicionalmente ocupada;2010-09-28;Portaria nº 1422, de 28 de setembro de 2010;;;;;;;;
68301;Apiaká do Pontal e Isolados;Apiacás                                 ;MT;982324;Delimitada;Tradicionalmente ocupada;2010-02-04;Portaria nº 144, de 4 de fevereiro de 2010;2011-04-19;Despacho nº 14, de 19 de abril de 2011;;;;;;
2301;Apiaka/Kayabi;Juara                                   ;MT;109245,3822;Regularizada;Tradicionalmente ocupada;1982-12-02;Portaria nº 1472, de 02 de dezembro de 1982;;;;;1991-12-24;Decreto nº 394,  de 24 de dezembro de 1991;1988-08-19;Matr.3428, fl 01, lvr. nº2, Comarca de Porto dos Gaúchos
2401;Apinayé;Cachoeirinha, Itaguatins, Maurilandia do Tocantins, São Bento do Tocantins, Tocantinopolis         ;TO;141904,2092;Regularizada;Tradicionalmente ocupada;1980-11-11;Portaria nº 884, de 11 de Novembro de 1980;;;;;1997-11-03;Decreto de 3 de novembro de 1997;1997-11-26;Matr. 14  Lv. 2-RG  Fl. 14
2501;Apipica;Careiro da Várzea                       ;AM;652,7562;Regularizada;Tradicionalmente ocupada;1998-10-09;Portaria nº 969, de 9 de outubro de 1998;2000-04-24;Depacho nº 20, de 24 de abril de 2000;2001-04-20;Portaria nº 363, de 20 de abril de 2001;2003-05-05;Decreto de 05 de maio de 2003;2003-06-30;Matr. 485, Lv. 2-RG, Fl. -
2601;Apucarana;Londrina                                ;PR;5574,945;Regularizada;Tradicionalmente ocupada;2011-06-16;Portaria nº 922. de 16 de junho de 2011;;;;;;;;
52601;Apurinã do Igarapé Mucuim;Lábrea                                  ;AM;73350,6121;Regularizada;Tradicionalmente ocupada;2002-02-05;Portaria nº 92, de 5 de fevereiro de 2002;2002-10-22;Despacho nº 158, de 22 de outubro de 2002;2004-09-21;Portaria n° 2582, de 21 de setembro de 2004;2010-12-31;Decreto de 31 de dezembro de 2010;2011-09-21;Matr. 2.738, Lv. 2-N, Fl. 37
2701;Apurinã do Igarapé São João;Tapauá                                  ;AM;18232,4221;Regularizada;Tradicionalmente ocupada;1997-10-02;Portaria nº 922, de 02 de outubro de 1997;1999-11-29;Despacho nº 73, de 29 de novembro de 1999;2000-07-25;Portaria MJ nº 615 de 25 de julho de 2000;2007-03-12;Decreto de 12 de março de 2007;2007-05-04;Matr. R-1-1.143, Lv. 2-F, Fls. 133
2801;Apurinã Igarapé Tauamirim;Tapauá                                  ;AM;96456,5072;Regularizada;Tradicionalmente ocupada;2003-11-11;Portaria nº 1034, de 11 de novembro de 2003;;;;;1991-10-29;Decreto nº 253, de 29 de outubro de 1991;1990-05-31;Matr. R1/613  Lv. 2-D  Fl. 15
2901;Apurinã Km 124 BR-317;Lábrea, Boca do Acre           ;AM;42197,6055;Regularizada;Tradicionalmente ocupada;1982-07-13;Portaria nº 1309, de 13 de julho de 1982;;;1986-04-22;Portaria nº 2033, de 14 de abril de 1986;1991-10-29;Decreto nº 251, de 29 de outubro de 1991;1991-12-09;Matr. 1.758  Lv.  2-G  Fl. 79
3002;Apyterewa;São Félix do Xingu                      ;PA;773470,0313;Regularizada;Tradicionalmente ocupada;1996-08-30;Portaria nº 710, de 30 de Agosto de 1996;2003-06-09;Despacho nº 53, de 09 de junho de 2003;1992-05-28;Portaria nº 267, de 28 de Maio de 1992;2007-04-19;Decreto de 19 de abril de 2007;2007-05-08;Matr. nº 3.291, Lv. 2-RG, Fls. 094vº
3101;Araçá;Amajari                                 ;RR;50018,3;Regularizada;Tradicionalmente ocupada;1977-10-21;Portaria nº 550, de 21 de Outubro de 1977;;;1981-11-06;Portaria nº 1136, de 06 de Novembro de 1981;1982-02-17;Decreto nº 86934, de 17 de fevereiro de 1982;1988-11-22;Matr. 9.341  Lv. 2/RG  Fl. 01
67901;Araça'i;Piraquara                               ;PR;0;Em Estudo;Tradicionalmente ocupada;2010-04-14;Portaria nº 528, de 14 de abril de 2010;;;;;;;;
62101;Aracá-Padauiri;Barcelos                                ;AM;0;Em Estudo;Tradicionalmente ocupada;2007-01-12;Portaria n° 12, de 12 de janeiro de 2007;;;;;;;;
66401;Arandu-Mirim;Parati                                  ;RJ;0;Em Estudo;Tradicionalmente ocupada;2008-03-05;Portaria nº 184, de 05 de março de 2008;;;;;;;;
14002;Araponga;Parati;RJ;0;Em Estudo;Tradicionalmente ocupada;2008-03-05;Portaria n° 184, de 5 de março de 2008;;;;;;;;
3201;Arara;Medicilândia, Altamira, Brasil Novo, Uruará    ;PA;274010,024;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto nº 399, de 24 de dezembro de 1991;2007-04-11;Matr. 1293, Lv. 2-f, Fls.17/v e 18
60001;Arara da Volta Grande do Xingu;Senador José Porfírio                   ;PA;25524,5931;Homologada;Tradicionalmente ocupada;2004-10-29;Portaria nº 1361, de 29 de outubro de 2004;2006-03-31;Despacho n° 28, de 31 de março de 2006;2008-06-30;Portaria n° 1233, de 30 de junho de 2008;2015-04-17;Decreto de 17 de abril de 2015;;
3401;Arara do Igarapé Humaitá;Tarauacá, Porto Walter          ;AC;87571,6965;Regularizada;Tradicionalmente ocupada;2000-01-26;Portaria nº 31, de 26 de Janeiro de 2000;2001-12-14;Despacho nº 111, de 14 de Dezembro de 2001;2002-12-04;Portaria nº 1761, de 04 de dezembro de 2002;2006-04-18;Decreto de 18 de abril de 2006;2006-08-02;Matr. 1.085, Lv. 2-E, Fl. 48
51801;Arara do Rio Amonia;Marechal Thaumaturgo                    ;AC;20534;Declarada;Tradicionalmente ocupada;2001-12-21;Portaria nº 1.054, de 21 de dezembro de 2001;2008-09-15;Despacho n° 35/PRES, de 15 de setembro de 2008;2009-09-08;Portaria nº 2986, de 8 de setembro de 2009;;;;
3301;Arara do Rio Branco;Aripuanã, Colniza                          ;MT;114842,4748;Regularizada;Tradicionalmente ocupada;1991-09-13;Portaria nº 1046, de 13 de Setembro de 1991;1992-07-29;Despacho nº 20, de 27 de Julho de 1992;1992-11-24;Portaia nº 569, de 24 de Novembro de 1992;1996-12-26;Decreto de 26 de  dezembro de 1996;1997-04-01;Matr. 54.317  Lv. 2-IS  Fl. 191
3501;Araribá;Avaí                                    ;SP;1930,3369;Regularizada;Tradicionalmente ocupada;2007-11-07;Portaria n° 1088, de 7 de novembro de 2007;;;;;1991-10-29;Decreto nº 308, de 29 de outubro de 1991;1997-08-22;Matr. 64.634  Lv. 2-RG  Fl. 001
3601;Arariboia;Buriticupu, Arame, Amarante do Maranhão, Bom jesus das Selvas, Grajau, Santa Luzia   ;MA;413288,0472;Regularizada;Tradicionalmente ocupada;;;;;;;1990-01-22;Decreto nº 98.852, de 22 de janeiro de 1990;1990-06-19;Matr. 1.476  Lv. 2-I  Fl. 211
3701;Arary;Borba, Novo Aripuanã                                  ;AM;40750;Declarada;Tradicionalmente ocupada;1997-01-16;Portaria nº 53, de 16 de janeiro de 1997;2008-05-08;Despacho n° 21, de 8 de maio de 2008;2009-08-19;Portaria nº 2735, de 19 de agosto de 2009;2015-12-17;Decreto de 17 de dezembro de 2015;;
3801;Araweté Igarapé Ipixuna;Senador José Porfírio, São Felix do Xingu, Altamira               ;PA;940900,8;Regularizada;Tradicionalmente ocupada;1979-10-15;Portaria nº 627, de 15 de Outubro de 1979;;;1992-12-28;Portaria Declaratória nº 254 de 28/12/92;1996-01-05;Decreto de 05 de janeiro de 1996;1996-02-09;Matr. 1.485  Lv. 2-H  Fl. 76
73716;Areal;Santa Maria do Para;PA;0;Em Estudo;Tradicionalmente ocupada;2013-08-07;Portaria nº 959, de 7 de agosto de 2013;;;;;;;;
3902;Areões;Agua Boa;MT;0;Em Estudo;Tradicionalmente ocupada;2000-10-10;Portaria nº 1054;;;;;;;;
3901;Areões;Água Boa                                ;MT;218515;Regularizada;Tradicionalmente ocupada;;;;;;;1996-10-02;Decreto de 2 de outubro de 1996;1996-10-18;Matr. 3.562  Lv. 2/RG  Fl. 001/V
4201;Aripuanã;Juína, Aripuanã         ;MT;750649,265;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto de 24 de dezembro de 1991;1992-01-22;Matr. 46.633  Lv. 2-GS  Fl. 159V
4301;Ariramba;Manicoré;AM;10357,5323;Regularizada;Tradicionalmente ocupada;1996-05-31;Portaria nº 388, de 31 de maio de 1996;1998-04-23;Despacho nº 20, de 23 de abril de 1998;1998-12-11;Portaria nº 827, de 11 de dezembro de 1998;2001-12-10;Decreto de 11 de dezembro de 2001;2004-10-05;Matr. 335, Lv. 2-B, Fl.35
70801;Arroio do Conde;Eldorado do Sul , Guaiba;RS;0;Em Estudo;Tradicionalmente ocupada;2010-03-01;Portaria nº 214, de 01 de março de 2010;;;;;;;;
4401;Arroio-Korá;Paranhos                                ;MS;7175,7747;Homologada;Tradicionalmente ocupada;2001-01-31;Portaria nº 83, de 31 de Janeiro de 2001;2004-08-17;Despacho n° 83, de 17 de agosto de 2004;2006-12-15;Portaria n° 2363, de 15 de dezembro de 2006;2009-12-21;Decreto de 21 de dezembro de 2009;;
4501;Atikum;Salgueiro, Belém de São Francisco, Carnaubeira da Penha, Mirandiba;PE;16290,1893;Regularizada;Tradicionalmente ocupada;1984-06-05;Portaria nº 1647, 05 de junho de 1984;1993-05-04;Despacho nº 08, de 04 de maio de 1993;1993-08-17;Portaria nº 314 de 17 de agosto de1993;1996-01-05;Decreto de 05 de janeiro de 1996;1996-01-18;Matr. 1.099  Lv. 2-I  Fl.    26
73725;Auati-Paraná (Santa União);Fonte Boa;AM;0;Em Estudo;Tradicionalmente ocupada;2015-01-23;Portaria nº 59, de 23 de janeiro de 2015;;;;;;;;
4602;Avá-Canoeiro;Colinas do Sul, Minaçu                      ;GO;38000;Declarada;Tradicionalmente ocupada;2003-02-24;Portaria nº 111, de 24 de fevereiro de 2003;1995-09-11;Despacho nº 89, de 11 de Setembro de 1995;1996-10-02;Portaria nº 598, de 02 de outubro de 1996;;;;
4701;Avá-Guarani do Ocoí;São Miguel do Iguaçu                    ;PR;231,887;Regularizada;Reserva Indígena;;;;;;;;;;
4801;Awa;São João do Carú, Governador Newton Bello, Centro Novo do Maranhão, Ze Doca                  ;MA;116582,9182;Regularizada;Tradicionalmente ocupada;1985-08-09;Portaria nº 1921, de 09 de agosto de 1985;1992-07-16;Despacho nº 11, de 16 de Julho de 1992;1992-07-27;Portária nº 373 de 27 de julho de 1992;2005-04-19;Decreto de 19 de abril de 2005;2008-06-02;Matr. 1.585, Lv. 2-H, Fl. 185
4901;Bacurizinho;Grajau;MA;82432,4931;Regularizada;Tradicionalmente ocupada;2001-08-30;Portaria nº 725, de 30 de Agosto de 2001;2007-10-25;Despacho nº 84, de 25 de Outubro de 2007;2008-06-30;Portaria nº 1234, de 30 de Junho de 2008;1983-08-09;Decreto nº 88.600, de 09 de agosto de 1983;1984-01-27;Matr. 3426  Lv. 2-Q-RG  Fl. 07
4902;Bacurizinho;Grajau;MA;134040;Declarada;Tradicionalmente ocupada;2001-08-30;Portaria nº 725, de 30 Agosto de 2001;2007-10-25;Despacho n° 84, de 25 de outubro de 2007;2008-06-30;Portaria n° 1234, de 30 de junho de 2008;;;;
5001;Badjonkore;São Félix do Xingu, Cumaru do Norte                    ;PA;221981,6373;Regularizada;Tradicionalmente ocupada;1998-02-16;Portaria nº 125, de 16 de Fevereiro de 1998;1999-04-09;Despacho nº 14, de 09 de Abril de 1999;2001-04-20;Portaria nº 366, de 20 de Abril de 2001;2003-06-23;Decreto de 23 de junho de 2003;2003-08-28;Matr. 10.681, Lv. -, Fls. -
5101;Baia dos Guató;Poconé, Barão de Melgaço                              ;MT;19216,9606;Declarada;Tradicionalmente ocupada;2000-11-08;Portaria nº 1145, de 08 de Novembro de 2000;2003-07-16;Despacho nº 67, de 16 de junho de 2003;2009-05-22;Portaria nº 1750, de 22 de maio de 2009;;;;
73701;Baixo Seruini;Pauini                                  ;AM;0;Em Estudo;Tradicionalmente ocupada;2012-04-20;Portaria nº 425, de 20 de abril de 2012;;;;;;;;
73736;Baixo Tumiã;Pauini;AM;0;Em Estudo;Tradicionalmente ocupada;2012-04-20;Portaria nº 425, de 20 de abril de 2012;;;;;;;;
5201;Bakairi;Paranatinga, Planalto da Serra                            ;MT;61405,4605;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 293, de 29 de outubro de 1991;1987-04-08;Matr. 29.146  Lv. 2-CU  Fl. 59V/60
5301;Balaio;São Gabriel da Cachoeira                ;AM;257281,4601;Regularizada;Tradicionalmente ocupada;2000-09-20;Portaria nº 993, de 20 de setembro de 2000;2002-08-22;Despacho nº 114, de 22 de agosto de 2002;2006-12-15;Portaria n° 2364, de 15 de dezembro de 2006;2009-12-21;Decreto de 21 de dezembro de 2009;2010-02-26;Matr. 1823, L.. 2-10º, Fl. 74
5402;Banawá;Lábrea, Camutama, Tapauá          ;AM;192659,6666;Declarada;Tradicionalmente ocupada;;;2002-07-31;Despacho nº 102, de 31 de julho de 2002;2004-09-21;Portaria n° 2583, de 21 de setembro de 2004;2015-12-17;Decreto de 17 de dezembro de 2015;;
5501;Barão de Antonina;São Jerônimo da Serra                   ;PR;3750,722;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de nº 285, de 29 de outubro de 1991;1992-07-29;Matr. 5.661  Lv. 2-RG  Fl. 01
5601;Barata Livramento;Alto Alegre                             ;RR;12883,2701;Regularizada;Tradicionalmente ocupada;;;;;1982-05-19;Portaria nº 1222, de 19 de maio de 1982;2001-12-10;Decreto de 10 de dezembro de 2001;2002-03-21;Matr. 23.734, lv.2-RG, Fls.001
5701;Barra;Muquém de São Francisco                 ;BA;62,2955;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
5801;Barra Velha;Porto Seguro;BA;8627,459;Regularizada;Tradicionalmente ocupada;2006-03-21;Portaria nº 329, de 21 de Março de 2006;2008-02-27;Despacho nº 04, de 27 de Fevereiro de 2008;1982-09-01;Portaria nº 1393, de 01 de Setembro de 1982;1991-12-24;Decreto de 24 de dezembro de 1991;1992-02-03;Matr. 14.548  Lv. 2-RG  Fl.    -
5802;Barra Velha do Monte Pascoal;Porto Seguro                            ;BA;52748;Delimitada;Tradicionalmente ocupada;2006-03-21;Portaria n° 329, de 21 de março de 2006;2008-02-27;Despacho n° 04, de 27 de fevereiro de 2008;;;;;;
5901;Barreira da Missão;Tefé                                    ;AM;1772,4237;Regularizada;Dominial Indígena;;;;;;;1991-10-29;Decreto nº 303, de 29 de outubro de 1991;;
58801;Barreirinha;Paragominas                             ;PA;2373,8;Regularizada;Tradicionalmente ocupada;;;2002-08-09;Despacho nº 107, de 09 de agosto de 2002;2004-03-09;Portaria nº 808, de 09 de março de 2004;2006-04-18;Decreto de 18 de abril de 2006;2006-07-06;|Matr.6.637, Lv. 2-V, Fl. 196
52201;Barro Alto;Tonantins                               ;AM;1937,1679;Regularizada;Tradicionalmente ocupada;2004-06-11;Portaria nº 732, de 11 de junho de 2004;2006-11-21;Despacho nº 98,  de 21 de novembro de 2006;2007-08-14;Portaria n° 1390, de 14 de agosto de 2007;2011-04-19;Decreto s/nº de 19 de abril de 2011;2011-08-26;Matr. 1.165, Livro 2-G, Fl. 65
52401;Batelão;Tabaporã, Nova Canaã do Norte, Juara;MT;117050;Declarada;Tradicionalmente ocupada;2001-05-15;Portaria nº 448 de 15 Maio de 2001;2003-07-16;Despacho nº 66, de 28 de agosto de 2003;2007-12-14;Portaria n° 2136, de 14 de dezembro de 2007;;;;
6001;Batovi;Gaúcha do Norte                         ;MT;5158,9817;Regularizada;Tradicionalmente ocupada;;;1997-06-09;Despacho nº 28, de 09 de Junho de 1997;1997-10-01;Portaria Declaratória nº 1026, de 01 de Outubro de 1977;1998-09-08;Decreto de 8 de setembro de 1998;1998-10-07;Matr. 5.356  Lv. 2-AK  Fl. 122
6101;Baú;Altamira                                ;PA;1540930,1555;Regularizada;Tradicionalmente ocupada;2007-05-28;Portaria n° 472, de 28 de maio de 2007;1991-09-20;Despacho nº 18, de 20 de Setembro de 1991;1991-12-21;Portaria nº 645, de 21 de Dezembro de 1991;2008-06-19;Decreto de 19 de junho de 2008;2008-07-25;Matr. 25.602, Lv. 2-AAAD, Fl.197
6201;Betania;Santo Antônio do Içá, Tonantins, Amatura             ;AM;122769,0265;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;1991-10-14;Despacho nº 21, de 14 de outubro de 1991;1991-11-25;Portaria nº 599 de 25 de novembro 1991;1995-07-03;Decreto de 03 de julho de 1995;1995-10-10;Certidão - Matr. 107  Lv. 2-B  Fl. 107
58502;Boa Vista;Careiro da Varzea;AM;337,3562;Regularizada;Tradicionalmente ocupada;1998-10-09;Portaria nº 969, de 9 de outubro de 1998;1999-12-21;Despacho nº 86, de 21 de Dezembro de 1999;2000-08-10;Portaria nº 680, de 10 de Agosto de 2000;1998-12-11;Decreto, de 11 de Dezembro de 1998;2004-09-09;Matr. 249, Lv. 2, Fl. -
58601;Boa Vista - PR;Laranjeiras do Sul                      ;PR;7336,3308;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2004-08-12;Despacho n° 78, de 12 de agosto de 2004;2007-10-29;Portaria n° 1794, de 29 de outubro de 2007;;;;
6302;Boa Vista Sertão do Promirim;Ubatuba                                 ;SP;5420;Delimitada;Tradicionalmente ocupada;2008-07-25;Portaria n° 861/PRES/08;2013-04-22;Despacho nº 529, de 22 de abril de 2013;;;;;;
6301;Boa Vista Sertão do Promirim;Ubatuba;SP;906,3886;Regularizada;Tradicionalmente ocupada;2007-02-01;Portaria nº 113, de 1 de fevereiro de 2007;2013-04-22;Despacho nº 529, de 22 de abril de 2013;;;2000-09-26;Decreto de 26 do setembro de 2000;2000-11-07;Matr. 23078  Lv. 2/RG  Fl. 01V
6401;Boca do Acre;Boca do Acre, Lábrea                                  ;AM;26240,4231;Regularizada;Tradicionalmente ocupada;;;;;1986-04-14;Portaria nº 2033, de 14 de Abril de 1986;1991-10-29;Decreto nº 263, de 29 de outubro de 1991;1989-05-02;Matr. 1.508  Lv. 2-F  Fl. 209
6501;Bom Intento;Benjamin Constant                       ;AM;1613,043;Regularizada;Tradicionalmente ocupada;;;;;;;1996-01-05;Decreto de 05 de  janeiro de 1996;1996-01-12;Matr. 586  Lv. 2-3  Fl. 8V
6601;Bom Jesus;Bonfim                                  ;RR;859,1271;Regularizada;Tradicionalmente ocupada;1977-03-14;Portaria nº GM/111, de 14 de março de 1977;;;;;1991-10-29;Decreto nº 257, de 29 de outubro de 1991;1988-08-23;Matr. 9.176  Lv. 2/RG  Fl. 01V
6701;Boqueirão;Alto Alegre                             ;RR;16354,0776;Regularizada;Tradicionalmente ocupada;1997-03-13;Portaria nº  257, de 13 de março de 1997;1998-11-09;Despacho nº 71, de 9 de novembro de 1998;1982-05-21;Portaria nº 1228, de 21 de Maio de 1982;2003-06-06;Decreto de 06 de junho de 2003;2005-03-08;Matr. 28.247, Lv. 2-RG, Fl. 001
66501;Boqueirão-MS;Paranhos                                ;MS;0;Em Estudo;Tradicionalmente ocupada;2011-08-22;Portaria nº 1236, de 22 de agosto de 2011;;;;;;;;
51901;Borari de Alter do Chão;Santarém                                ;PA;0;Em Estudo;Tradicionalmente ocupada;2008-07-04;Portaria n° 776, de 4 de julho de 2008;;;;;;;;
6801;Borboleta;Campos Borges, Espumoso, Salto Grande do Jacui                       ;RS;0;Encaminhada RI;Reserva Indígena;1995-12-18;Portaria nº 1228, de 18 de dezembro de 1995;;;;;;;;
62501;Bragança-Marituba;Belterra                                ;PA;13515;Delimitada;Tradicionalmente ocupada;2003-08-13;Portaria nº 799 de 13 de agosto de 2003;2009-10-29;Despacho nº 52, de 29 de outubro de 2009;;;;;;
6901;Brejo do Burgo;Rodelas, Gloria, Paulo Afonso;BA;17924,8496;Regularizada;Tradicionalmente ocupada;1991-05-24;Portaria nº 515, de 24 de Maio de 1991;1991-12-06;Despacho nº 06, de 06 de Dezembro de 1991;1992-05-28;Portaria Declaratória nº 265 de 28/05/92;2001-04-30;Decreto de 30 de abril de 2001;2002-05-21;Matr. R-1-9.937 Lv.2-BA Fl. 52
