terrai_codigo;terrai_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;data_em_estudo;tit_em_estudo;data_delimitada;tit_delimitada;data_declarada;tit_declarada;data_homologada;tit_homologada;data_regularizada;tit_regularizada
35202;Pilad Rebuá;Miranda                                 ;MS;0;Em Estudo;Tradicionalmente ocupada;2010-07-06;Portaria nº 985, de 6 de julho de 2010;;;;;;;;
35201;Pilad Rebuá;Miranda                                 ;MS;208,3702;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 299, de 29 de outubro de 1991;2001-06-21;R-2-7.607, Lv. 2-U, Fls. 93
35301;Pimentel Barbosa;Canarana, Ribeirão Cascalheira ;MT;328966,444;Regularizada;Tradicionalmente ocupada;;;;;;;1986-08-20;Decreto nº 93147, de 20 de agosto de 1986;1994-05-05;Matr. 4.135  Lv. 2/RG  Fl. 01
35401;Pinatuba;Manicoré                                ;AM;29564,9382;Regularizada;Tradicionalmente ocupada;1996-05-31;Portaria nº 388, de 31 de maio de 1996;1998-06-08;DOU  ;1998-12-11;PD  821;2001-12-11;Decreto de 11 de dezembro de 2001;2005-07-25;Matr. 351, Lv. 2-B, Fl. 51
44301;Pindoty;Araquari, Balneário Barra do Sul ;SC;3294;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2008-05-08;Despacho n° 18, de 8 de maio de 2008;2010-06-04;Portaria nº 953, de 4 de junho de 2010;;;;
35501;Pinhal;Seara;SC;880,0761;Regularizada;Tradicionalmente ocupada;;;;;1994-10-19;PD 793 de 19/10/94;1998-04-14;Decreto de 14 de abril de 1998;2000-06-26;Matr. 14.070  Lv. 2-AV  Fl. 270
35601;Pinhalzinho;Tomazina                                ;PR;593,372;Regularizada;Reserva Indígena;;;;;;;;;;
62801;Pipipã;Floresta;PE;0;Em Estudo;Tradicionalmente ocupada;2014-11-14;Portaria nº 1255, de 14 de novembro de 2014;;;;;;;;
35701;Pirahã;Humaitá                                 ;AM;346910,5673;Regularizada;Tradicionalmente ocupada;;;;;1992-07-27;PD 374 de 27/07/92;1997-11-04;Decreto de 3 de novembro de 1997;1998-07-29;Matr. 2.529  Lv. 2-I  Fl. 276
35801;Pirai;Araquari                                ;SC;3017;Declarada;Tradicionalmente ocupada;2003-05-15;Portaria nº 428, de 15 de maio de 2003;2008-05-08;Despacho n° 19, de 8 de maio de 2008;2009-09-01;Portaria nº 2907, de 1º de setembro de 2009;;;;
35901;Pirajuí;Paranhos                                ;MS;2118,2325;Regularizada;Tradicionalmente ocupada;;;;;;;1986-08-06;Decreto nº 93067, de 06 de agosto de 1986;1991-09-30;Matr. 683  Lv. 2/RG  Fl. 01/2
36001;Pirakua;Bela Vista, Ponta Porã;MS;2384,0554;Regularizada;Tradicionalmente ocupada;;;;;1992-06-01;PD 280 de 01/06/92;1992-08-13;Decreto de 13 de agosto de 1992;1993-04-22;Matr. 8.624  Lv. 2/RG  Fl. 01V
36101;Pirineus de Souza;Comodoro                                ;MT;28212,2716;Regularizada;Tradicionalmente ocupada;;;;;;;1984-04-24;Decreto nº 89579, de 24 de abril de 1984;1984-08-06;Matr. 16.525  Lv. 2-L-3  Fl. 280
66901;Piripkura ( restrição de uso );Colniza, Rondolândia;MT;242500;Em Estudo;Interditada;;;;;;;;;;
73708;Pirititi (restrição de uso);Rorainópolis                            ;RR;43404;Em Estudo;Interditada;;;;;;;;;;
36201;Pitaguary;Maracanaú, Pacatuba;CE;1727,8686;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2000-07-04;Despacho nº 35, de 04 de julho de 2000;2006-12-15;Portaria n° 2366, de 15 de dezembro de 2006;;;;
36301;Pium;Alto Alegre                             ;RR;4607,6137;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 271, de 29 de outubro de 1991;1992-01-02;Matr. 12.335  Lv. 2/RG  Fl. 01
53201;Ponciano;Altazes, Careiro da Várzea;AM;4329;Declarada;Tradicionalmente ocupada;2011-10-31;Portaria nº 1499, de 31 de outubro de 2011;2012-07-30;Despacho nº 421, de 30 de julho de 2012;2015-12-11;Portaria nº 2084, de 11 de dezembro de 2015;;;;
69601;Ponta da Formiga;Barra do Ribeiro                        ;RS;0;Em Estudo;Tradicionalmente ocupada;2009-09-28;Portaria nº 1179, de 28 de setembro de 2009;;;;;;;;
36401;Ponta da Serra ;Boa Vista;RR;15597,0625;Regularizada;Tradicionalmente ocupada;;;;;;;1982-02-17;Decreto nº 86935, de 17de fevereiro de 1982;1988-11-22;Matr. 9.337  Lv. 2/RG  Fl. 01
36501;Ponte de Pedra;Campo Novo do Parecis, Diamantino, Nova Maringa;MT;17000;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2006-06-22;Despacho n° 59, de 22 de junho de 2006;2010-09-27;Portaria nº 3078, de 27 de setembro de 2010;;;;
36601;Porquinhos;Barra do Corda, Fernando Falcão;MA;79520,2544;Regularizada;Tradicionalmente ocupada;;;;;;;1983-08-10;DECRETO Nº 88.599, DE 09 DE AGOSTO DE 1983;1984-04-10;Matr. 8.081  Lv. 2-AE  Fl. 66
36602;Porquinhos dos Kanela Apãnjekra;Barra do Corda, Fernando Falcão, Mirador e Formosa da Serra Negra;MA;301000;Declarada;Tradicionalmente ocupada;2000-10-30;Portaria nº 1.122, de 30 de outubro de 2000;2007-07-18;Despacho n° 50, de 18 de julho de 2007;2010-05-18;Portaria nº 799, de de 18 de maio de 2010;;;;
57001;Portal do Encantado;Pontes e Lacerda, Vila Bela da Santissima Trindade, Porto Esperidião;MT;43057;Declarada;Tradicionalmente ocupada;;;;;;;;;;
57101;Porto Limoeiro;Santo Antônio do Içá                    ;AM;4587,7205;Regularizada;Tradicionalmente ocupada;2003-02-28;Portaria nº 130, de 28 de fevereiro de 2003;2006-07-20;Despacho n° 73, de 20 de julho de 2006;2007-12-14;Portaria n° 2137, de 14 de dezembro de 2007;2012-06-05;Decreto de 5 de junho de 2012;2013-03-07;Matr. 1.267, Lv. G, Fl. 167
36701;Porto Lindo;Japorã                                  ;MS;1648,8899;Regularizada;Tradicionalmente ocupada;2012-08-03;Portaria nº 986, de 3 de agosto de 2012;;;;;1991-10-29;DECRETO Nº 302, DE 29 DE OUTUBRO DE 1991;1993-07-12;Matr. 3.210  Lv. 2/RG  Fl. 01
36801;Porto Praia;Uarini                                  ;AM;4769,8617;Regularizada;Tradicionalmente ocupada;1994-08-18;Portaria nº 745, de 18 de agosto de 1994;2001-01-12;Despacho do Presidente nº 5;2001-11-06;Portaria nº 1013, de 06 de novembro de 2001;2004-04-19;Decreto de 19 de abril de 2004;2004-05-14;Matr. 172, Lv. 2-A, Fl. 172
36901;Potiguara;Rio Tinto, Marcação, Baia da Traição;PB;21238,4898;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 267, de 29 de outubro de 1991;1987-06-10;Matr. 901  Lv. 2-F  Fl. 69
37001;Potiguara de Monte-Mor;Rio Tinto, Marcação;PB;7530,5969;Declarada;Tradicionalmente ocupada;2001-05-10;Portaria nº 443, de 10 de maio de 2001;2004-05-19;Despacho nº 49, de 19 de maio de 2004;2007-12-14;Portaria n° 2135, de 14 de dezembro de 2007;;;;
73732;Potrerito;Paranhos, Tacuru e Sete Quedas;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
37101;Potrero Guaçu;Paranhos                                ;MS;4025;Declarada;Tradicionalmente ocupada;;;;;2000-04-13;Portaria nº 298, de 13 de abril de 2000;;;;
37201;Poyanawa;Mâncio Lima                             ;AC;24499,0885;Regularizada;Tradicionalmente ocupada;;;;;1993-03-02;PD  067;2001-04-30;Decreto de 30 de abril de 2001;2002-06-04;Matr. 219 Lv.2-B/RG Fl.19
37301;Praia do Índio;Itaituba                                ;PA;31,5019;Encaminhada RI;Reserva Indígena;;;;;;;;;;
37401;Praia do Mangue;Itaituba                                ;PA;31,8449;Encaminhada RI;Reserva Indígena;;;;;;;;;;
53401;Prosperidade;Tonantins                               ;AM;5572,8552;Regularizada;Tradicionalmente ocupada;2004-06-11;Portaria nº 732, de 11 de junho de 2004;2006-11-21;Despacho nº 97 de 21 de novembro de 2006;2007-08-14;Portaria n° 1391, de 14 de agosto de 2007;2009-12-21;Decreto de 21 de dezembro de 2009;2011-08-26;Matr. 1.164, Lv. 2-G, Fl. 64
65501;Puruborá;Seringueiras, São Francisco do Guapore;RO;0;Em Estudo;Tradicionalmente ocupada;2013-05-02;Portaria nº 447, de 2 de maio de 2013;;;;;;;;
69201;Pyhau;Barão de Antonina                       ;SP;0;Em Estudo;Tradicionalmente ocupada;2011-08-11;Portaria nº 1187, de 11 de agosto de 2011;;;;;;;;
37501;Queimadas;Ortigueira                              ;PR;3077,7602;Regularizada;Tradicionalmente ocupada;;;;;;;1996-05-23;Decreto de 23 de maio de 1996;1996-06-19;Matr. 4.164  Lv. 2-RG  Fl. 001
37601;Quixaba - Fazenda Pedrosa;Glória                                  ;BA;28,1658;Regularizada;Reserva Indígena;;;;;;;;;;
37701;Raimundão;Alto Alegre                             ;RR;4276,8088;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD  303;1997-11-03;Decreto de 3 de novembro de 1997;1998-01-19;Matr. 17.301  Lv. 2-RG  Fl. 01
37801;Rancho Jacaré;Laguna Carapã                           ;MS;777,5349;Regularizada;Tradicionalmente ocupada;;;;;;;1984-03-08;Decreto nº 89422, de 08 de março de 1984;1984-05-28;Matr. 15.814  Lv. 2-RG  Fl. 1V/2
37901;Raposa Serra do Sol;Normandia, Pacaraima, Uiramutã                               ;RR;1747464,7832;Regularizada;Tradicionalmente ocupada;1992-08-06;Portaria nº 1141, de 6 de agosto de 1992;;;1998-12-11;Portaria n° 820/MJ, de 11 de dezembro de 1998;2005-04-15;Decreto de 15 de abril de 2005;2005-08-12;Matr. 28.895, Lv. 2-RG, Fl. 01
38001;Recreio/São Félix;Autazes                                 ;AM;251,051;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1992-02-25;Matr. 532,  Lv. 2-B,  Fl. 192
38102;Ribeirão Silveira;Guarani;SP;8468,9333;Declarada;Tradicionalmente ocupada;2000-08-28;Portaria nº 867;2002-12-26;Despacho nº 204, de 26 de dezembro de 2002;2008-06-30;Portaria n° 1236, de 30 de junho de 2008;;;;
38201;Rio Apaporis;Japurá                                  ;AM;106960,3377;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD  313;1998-04-14;Decreto de 14 de abril de 1998;1999-06-22;Matr. 12  Lv. 01  Fl. 12
38301;Rio Areia;Inácio Martins                          ;PR;1352,3784;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD 302 de 17.05.96;1998-04-14;Decreto de 14 de abril de 1998;1998-07-28;Averbação da matr. 8.702  Lv. -  Fl. 2
38401;Rio Arraias;Marcelândia                             ;MT;0;Em Estudo;Tradicionalmente ocupada;2003-05-26;Portaria nº 469, de 26 de maio de 2003;;;;;;;;
38501;Rio Biá;Jutaí, Carauari;AM;1185791,71;Regularizada;Tradicionalmente ocupada;;;;;1993-07-30;PD  279;1997-11-03;Decreto de 3 de novembro de 1997;1997-12-08;Matr. 323,  Lv. 2-A,  Fl. 123
38601;Rio Branco;Alta Floresta D`Oeste,São Miguel D'Oeste, São Francisco do Guapore;RO;236137,11;Regularizada;Tradicionalmente ocupada;1999-09-01;Portaria nº 742, de 1º de setembro de 1999;;;;;1986-08-06;Decreto nº 93074, de 06 de agosto de 1986;1986-11-10;Matr. 366  Lv. 2-B  Fl. 167/168
38701;Rio Branco Itanhaém;Itanhaém, São Vicente, São Paulo;SP;2856,1;Regularizada;Tradicionalmente ocupada;;;;;;;1987-04-14;Decreto nº 94224, de 14 de abril de 1987;1988-02-29;Matr. 112.580,  Lv. 02-RG,  Fl. 001
73706;Rio Capivari - Porãi;Capivari do Sul                         ;RS;0;Em Estudo;Tradicionalmente ocupada;2012-11-14;Portaria nº 1426, de 14 de novembro de 2012;;;;;;;;
73715;Rio Cautário;Costa Marques, Guajara-Mirim;RO;0;Em Estudo;Tradicionalmente ocupada;2013-03-22;Portaria nº 273/PRES/13;;;;;;;;
39001;Rio das Cobras;Espigão Alto do Iguaçu, Nova Laranjeiras;PR;18681,9806;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1984-02-29;Matr. 11.604,  Lv. 2-2-AU,  Fl. 268
39101;Rio dos Índios;Vicente Dutra                           ;RS;711,7018;Declarada;Tradicionalmente ocupada;;;2003-04-07;Despacho nº 32, de 07 de abril de 2003;2004-12-23;Portaria nº 3895, de 23 de dezembro de 2004;;;;
39201;Rio dos Pardos;Porto União                             ;SC;758,2614;Regularizada;Tradicionalmente ocupada;;;;;1993-08-17;PD 316 de 17/08/93;2000-09-12;Decreto de 12 de setembro de 2000;2001-10-29;Matr. 16.495  Lv. -  Fl. 16.495
39301;Rio Formoso;Tangará da Serra                        ;MT;19749,4741;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto de 24 de dezembro de 1991;1988-10-03;Matr. 5.970  Lv. 2/RG  Fl. 01/2
39402;Rio Gregório;Tarauacá                                ;AC;187125,2158;Declarada;Tradicionalmente ocupada;2004-10-29;Portaria nº 1358, de 29 de outubro de 2004;2006-03-31;Despacho n° 26, de 31 de março de 2006;2007-08-14;Portaria n° 1388, de 14 de agosto de 2007;;;;
39401;Rio Gregório;Tarauacá                                ;AC;92859,749;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1985-09-03;Matr. 320  Lv. 2-B  Fl. 140
39501;Rio Guaporé;Guajará-Mirim                           ;RO;115788,0842;Regularizada;Tradicionalmente ocupada;;;;;1993-04-29;PD 140 de 29/04/93;1996-05-23;Decreto de 23 de maio de 1996;1996-06-20;Matr. 4.759  Lv. 2-Z  Fl. 001
39601;Rio Jumas;Careiro                                 ;AM;9462,6983;Regularizada;Tradicionalmente ocupada;1997-01-16;Portaria nº 53, de 16 de janeiro de 1997;1999-08-20;DOU  ;2000-04-13;Portaria nº 289, de 13 de abril de 2000;2004-10-27;Decreto de 27 de outubro de 2004;2004-12-07;Matr. 522, Lv. 2, Fl. 01
39701;Rio Manicoré;Manicoré                                ;AM;19481,8699;Regularizada;Tradicionalmente ocupada;1996-05-31;Portaria nº 388, de 31 de maio de 1996;1998-05-19;DOU  ;1998-12-11;PD  819;2001-12-11;Decreto de 11 de dezembro de 2001;2005-12-12;Matr. 356, Lv. 2-B, Fl. 56
39801;Rio Mequens;Alto Alegre dos Parecis                 ;RO;107553,0101;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratória nº 261 de 28/05/92;1996-05-23;Decreto de 23 de maio de 1996;2012-12-12;Av-2-3285
40002;Rio Negro Ocaia;Guajará-Mirim                           ;RO;235070;Declarada;Tradicionalmente ocupada;2008-01-28;Portaria n° 83, de 28 de janeiro de 2008;2009-09-04;Despacho nº 46, de 4 de setembro de 2009;2011-02-23;Portaria nº 185, de 23 de fevereiero de 2011;;;;
40001;Rio Negro Ocaia;Guajará-Mirim                           ;RO;104063,8114;Regularizada;Tradicionalmente ocupada;2007-07-09;Portaria n° 614, de 9 de julho de 2007;;;;;1981-09-09;Decreto nº 86347, de 09 de setembro de 1981;1981-09-23;Matr. 2.058  Lv. 2-I  Fl. 264
40101;Rio Omerê;Chupinguaia, Corumbiara;RO;26177,1864;Regularizada;Tradicionalmente ocupada;1999-01-13;Portaria nº 09, de 13 de janeiro de 1999;2002-01-28;Despacho nº 07, de 28 de janeiro de 2002;2002-12-18;Portaria nº 2526, de 18 de dezembro de 2002;2006-04-18;Decreto de 18 de abril de 2006;2007-07-18;Matr. 13.304, Lv. 2-RG, Fls. 01
40201;Rio Paru DEste;Alenquer, Almerim, Monte Alegre;PA;1195785,7917;Regularizada;Tradicionalmente ocupada;;;;;1993-08-18;PD  318;1997-11-03;Decreto de 3 de novembro de 1997;1998-08-18;Matr. 100  Lv. 2-A  Fl. 100
40301;Rio Pindaré;Bom Jardim, Monção;MA;15002,9142;Regularizada;Tradicionalmente ocupada;;;;;;;1982-11-22;Decreto nº 87846, de 22 de novembro de 1982;2014-06-13;Matr. 487, Lv. 2-D, fls. 41 - georreferenciamento
40401;Rio Téa;Santa Isabel do Rio Negro, São Gabriel da Cachoeira;AM;411865,3207;Regularizada;Tradicionalmente ocupada;;;;;1996-02-13;PD  106;1998-04-14;Decreto de 14 de abril de 1998;1999-04-12;Matr. 1.502  Lv. 2-8  Fl. 241
40501;Rio Urubu;Itacoatiara                             ;AM;27354,9118;Regularizada;Tradicionalmente ocupada;1996-05-31;PP  389;1998-11-20;DOU  ;2000-04-17;PD  294;2004-10-27;Decreto de 27 de outubro de 2004;2005-03-15;Matr. 13.369, Lv. 2/RG, fl. 01
53501;Riozinho;Jutaí, Jaruá;AM;362495;Delimitada;Tradicionalmente ocupada;2012-05-17;Portaria nº 651, de 17 de maio de 2012;2015-01-23;Despacho nº 10, de 23 de janeiro de 2015;;;;;;
51301;Riozinho do Alto Envira;Santa Rosa do Purus, Feijo;AC;260972,03;Homologada;Tradicionalmente ocupada;2003-06-10;Portaria nº 548, de 10 de junho de 2003;2005-09-01;Despacho n° 71/PRES/05;2007-04-19;Portaria n° 794, de 19 de abril de 2007;2012-06-05;Decreto de 5 de junho de 2012;;
72501;Riozinho - RS;Riozinho                                ;RS;24,4424;Regularizada;Reserva Indígena;;;;;;;;;;
40601;Rodeador;Barra do Corda                          ;MA;2319,4531;Regularizada;Dominial Indígena;;;;;;;;;;
40701;Roosevelt;Espigão D`Oeste , Rondolandia, Pimenta Bueno;MT/RO;230826,3008;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1992-01-24;Matr. 2.816  Lv. 2/RG  Fl. 01
65001;Roro-Walu (Jatobá/Ikpeng);Paranatinga;MT;0;Em Estudo;Tradicionalmente ocupada;2007-08-01;Portaria n° 737, de 1° de agosto de 2007;;;;;;;;
40801;Sagarana;Guajará-Mirim                           ;RO;18120,0636;Regularizada;Tradicionalmente ocupada;;;;;1993-07-30;PD 280 de 30/07/93;1996-05-23;Decreto de 23 de maio de 1996;1996-06-07;Matr. 4.757  Lv. 2X-RG  Fl. 198
73726;Sagi/Trabanda;Baia Formosa;RN;0;Em Estudo;Tradicionalmente ocupada;2015-05-28;Portaria nº 428, de 28 de maio de 2015;;;;;;;;
40901;Sai-Cinza;Jacareacanga                            ;PA;125552,08;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto nº 393, de 24 de dezembro de 1991;1990-01-10;Matr. 4.155  Lv. 2-I  Fl. 275
41001;Salto Grande do Jacuí;Salto do Jacuí                          ;RS;234,9641;Regularizada;Tradicionalmente ocupada;;;;;1996-02-13;PD 105 de 13.02.96;1998-12-11;Decreto de 11 de dezembro de 1998;1999-01-21;Matr. 1.480, Lv. 2-RG, Fl. 01
67801;Sambaqui;Pontal do Paraná                        ;PR;0;Em Estudo;Tradicionalmente ocupada;2010-04-14;Portaria nº 528, de 14 de abril de 2010;;;;;;;;
41101;Sangradouro/Volta Grande;Novo São Joaquim, General Carneiro, Poxoréo;MT;100280,3969;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 249, de 29 de outubro de 1991;1993-08-31;Matr. 40.152,  Lv. 2-RG,  Fl. 40.152
41102;Sangradouro/Volta Grande;Novo São Joaquim, General Carneiro, Poxoréo;MT;0;Em Estudo;Tradicionalmente ocupada;2003-08-15;Portaria nº 808, de 15 de agosto de 2003;;;;;;;;
53601;Santa Cruz da Nova Aliança;Tonantins                               ;AM;5969,2201;Regularizada;Tradicionalmente ocupada;2004-06-11;Portaria nº 732, de 11 de junho de 2004;2006-11-21;Despacho nº 99, de 21 de novembro de 2006;2007-08-14;Portaria n° 1392, de 14 de agosto de 2007;2012-06-05;Decreto de 5 de junho de 2012;2013-03-07;Matr. 1.266, Lv. 2-G, Fl. 166
41201;Santa Inez;Amajari                                 ;RR;29698,0449;Regularizada;Tradicionalmente ocupada;;;;;;;1982-02-16;Decreto nº 86922, de 16 de fevereiro de 1982;1988-11-22;Matr. 9.343  Lv. 2/RG  Fl. 01/02
41301;Santana;Nobres                                  ;MT;35470,7543;Regularizada;Tradicionalmente ocupada;;;;;;;1989-09-14;Decreto nº 98143, de 14 de setembro de 1989;1991-04-08;Matr. 11.421  Lv. 2/RG  Fl. 1V/2
58201;São Domingos do Jacapari e Estação;Jutaí, Tonantins;AM;134781,7512;Regularizada;Tradicionalmente ocupada;2001-08-20;Portaria nº 701, de 27 de agosto de 2001;2003-07-09;Despacho nº 52, de 09 de julho de 2003;2005-09-16;Portaria n° 1804, de 16 de setembro de 2005;2009-12-21;Decreto de 21 de dezembro de 2009;2010-06-24;Matr. 1.041, Lv. 2-5/RG, Fl. 52
58302;São Domingos - MT;Luciara, São Felix do Araguaia;MT;0;Em Estudo;Tradicionalmente ocupada;2007-07-02;Portaria n° 590, de 2 de julho de 2007;;;;;;;;
58301;São Domingos - MT;Luciára, São Felix do Araguaia;MT;5704,8096;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto nº 383, de 24 de dezembro de 1991;1997-11-07;Matr. 12.357  Lv. 2-RG  Fl. 1/2
41501;São Francisco do Canimari;Amaturá                                 ;AM;3331,2208;Regularizada;Tradicionalmente ocupada;1998-06-09;Portaria nº 579, de 9 de junho de 1998;2001-09-04;Despacho nº 89, de 04 de setembro de 2002;2002-12-30;Portaria nº 3006, de 30 de dezembro de 2002;2006-11-01;Decreto de 1º de novembro de 2006;2009-03-18;Matr. 674, Lv. 2-D, Fl. 95
57201;São Gabriel/São Salvador;Santo Antônio do Içá                    ;AM;0;Em Estudo;Tradicionalmente ocupada;2003-04-17;Portaria nº 301, de 17 de abril de 2003;;;;;;;;
41601;São Jeronimo;São Jerônimo da Serra                   ;PR;1339,3364;Regularizada;Tradicionalmente ocupada;;;;;1991-10-29;PD 286 de 29/10/91;1991-10-30;Decreto nº 286, de 29 de outubro de 1991;1992-07-29;Matr. 5.662  Lv. 2-RG  Fl.  001
41701;São Leopoldo;Benjamin Constant                       ;AM;69270,5409;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;1993-08-12;Decreto de 12 de agosto de 1993;1989-05-26;Matr. 401  Lv. 2-B  Fl. 164
58101;São Marcos - MT;Barra do Garças                         ;MT;188478,26;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
58401;São Marcos - RR;Boa Vista, Pacaraima;RR;654110,0998;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 312, de 29 de outubro de 1991;2002-04-01;Mart.23.752 Lv.2-RG Fl. 001
41801;São Pedro;Autazes                                 ;AM;726,1805;Regularizada;Tradicionalmente ocupada;;;;;;;1996-01-05;Decreto de 05 de  janeiro de 1996;1987-12-14;Matr. 289  Lv. 2-A  Fl. 314
41901;São Pedro do Sepatini;Lábrea                                  ;AM;27644,2488;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;PD  268;1997-11-03;Decreto de 3 de novembro de 1997;1997-12-15;Matr. 1964  Lv. 2-H  Fl. 26
42001;São Sebastião;Tonantins                               ;AM;61058,5408;Regularizada;Tradicionalmente ocupada;1997-08-11;Portaria nº 743, de 11 de agosto de 1997;2000-02-11;Despacho nº 4, de 11 de fevereiro de 2000;2001-04-20;Portaria nº 368, de 20 de abril de 2001;2005-04-19;Decreto de 19 de abril de 2005;2011-08-26;Matr. 1.167, Lv.2-G, Fl. 67
51501;Sapotal;Tabatinga                               ;AM;1264,4661;Regularizada;Tradicionalmente ocupada;2003-05-09;Portaria nº 368, de 09 de maio de 2003;2005-04-04;Despacho n° 9, de 4 de abril de 2005;2006-12-15;Portaria n° 2359, de 15 de dezembro de 2006;2011-04-19;Decreto s/nº de 19 de abril de 2011;2013-03-05;Matr. 1.365, Lv. 2-G, Fls. 70
34101;Sararé;Conquista d´Oeste, Nova Lacerda, Vila Bela da Santissima Trindade;MT;67419,5158;Regularizada;Tradicionalmente ocupada;2001-06-17;Portaria nº 587 de 17 Julho de 2001;2010-09-27;Despacho nº 49, de 27 de setembro de 2010;;;;;;
58901;Sarauá;Ipixuna do Pará                         ;PA;18610,323;Regularizada;Tradicionalmente ocupada;;;2002-06-05;Despacho nº 76, de 05 de junho de 2002;2008-04-18;Portaria n° 772, de 18 de abril de 2008;2011-04-19;Decreto s/nº de 19 de abril de 2011;2011-06-10;Mat. 3.627, Lv. 2-K/RG, Fl. 75
42201;Sassoró;Tacuru                                  ;MS;1922,6435;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
73727;Sawré Apompu (Km 43);Itaituba e Trairão;PA;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
57801;Sawré Juybu (São Luiz do Tapajós);Itaituba e Trairão;PA;0;Em Estudo;Tradicionalmente ocupada;2008-08-06;Portaria n° 909, de 6 de agosto de 2008;;;;;;;;
56701;Sawré Muybu (Pimental);Itaituba, Trairão ;PA;0;Em Estudo;Tradicionalmente ocupada;2008-08-06;Portaria n° 909, de 6 de agosto de 2008;;;;;;;;
68501;Sêgu;Novo Xingu;RS;0;Em Estudo;Tradicionalmente ocupada;2010-08-20;Portaria nº 1159, de 20 de agosto de 2010;;;;;;;;
42301;Sepoti;Manicoré, Humaitá;AM;251348,9835;Regularizada;Tradicionalmente ocupada;1998-04-06;PP  306;1999-08-25;DOU  ;2000-04-17;PD  296;2004-10-27;Decreto de 27 de outubro de 2004;2007-01-17;Matr. 398, Lv. 2-A, Fl. 98
42401;Serra da Moça;Boa Vista                               ;RR;11626,7912;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1986-01-10;Matr. 6.691  Lv. 2-Z  Fl. 192
42501;Serra do Itatins;Itariri                                 ;SP;1212,47;Regularizada;Tradicionalmente ocupada;;;;;;;1987-07-14;Decreto nº 94225, de 14 de julho de 1987;1987-09-08;Matr. 142.028  Lv. 2/RG  Fl. 01
42601;Serra Morena;Juína                                   ;MT;147836,1461;Regularizada;Tradicionalmente ocupada;;;;;;;1990-01-15;Decreto nº 98.824, de 15 de janeiro de 1990;1990-03-08;Matr. 41.255  Lv. 2-FO  Fl. 11
42701;Serrinha;Ronda Alta, Tres Palmeiras, Engenho Velho, Constantina                         ;RS;11752,7578;Declarada;Tradicionalmente ocupada;;;;;;;;;;
42801;Seruini/Mariene;Pauini, Lábrea;AM;144971,3671;Regularizada;Tradicionalmente ocupada;1986-09-05;Portaria nº 1347 de 05 de setembro de 1986;1993-10-28;DOU  ;1998-12-10;PD  813;2000-09-12;Decreto de 12 de setembro de 2000;2000-12-01;Matr. 288, Lv. 2-A, fl. 98
42901;Sete Cerros;Paranhos                                ;MS;8584,7213;Homologada;Tradicionalmente ocupada;1987-05-29;Portaria nº 1245 de 29 de maio de 1987;;;1991-11-25;PD 602 de 25/11/91;1993-10-01;Decreto de 01 de outubro de 1993;;
43001;Sete de Setembro;Cacoal, Espigão D'Oeste, Rondolandia;MT/RO;248146,9286;Regularizada;Tradicionalmente ocupada;;;;;;;1983-10-17;Decreto nº 88867, de 17 de outubro de 1983;1996-09-23;Matr. 6.529  Lv. 2-RG  Fl. 01
43101;Setemã;Borba, Novo Aripuanã  ;AM;49772,9558;Homologada;Tradicionalmente ocupada;;;2008-05-08;Despacho n° 20, de 8 de maio de 2008;2009-05-05;Portaria nº 913, de 5 de maio de 2009;2015-04-17;Decreto de 17 de abril de 2015;;
